"CaseID","Opened","Closed","Updated","Status","Status Notes","Responsible Agency","Category","Request Type","Request Details","Address","Street","Supervisor District","Neighborhood","Analysis Neighborhood","Police District","Latitude","Longitude","Point","point_geom","Source","Media URL","BOS_2012","data_as_of","data_loaded_at"
"15210866","04/13/2022 06:39:00 AM","04/13/2022 07:24:42 AM","04/13/2022 07:24:42 AM","Closed","Removed - Case Resolved","SoMa West CBD Queue","Street and Sidewalk Cleaning","Bulky Items","Furniture","1035 HOWARD ST, SAN FRANCISCO, CA, 94103","HOWARD ST","6","South of Market","South of Market","SOUTHERN","37,77896419835","-122,40791225216","    (37.7789642, -122.40791225)","POINT (-122.407912252 37.778964198)","Mobile/Open311","http://mobile311.sfgov.org/reports/15210866/photos","6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"15209627","04/12/2022 04:20:00 PM","04/13/2022 02:54:14 AM","04/13/2022 02:54:14 AM","Closed","Case Resolved - Pickup completed","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","Intersection of STOCKTON ST and SUTTER ST","STOCKTON ST","3","Downtown / Union Square","Financial District/South Beach","CENTRAL","37,78943252564","-122,40695953369","    (37.78943253, -122.40695953)","POINT (-122.406959534 37.789432526)","Phone",,"3","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13394704","01/21/2021 08:32:00 AM","01/21/2021 09:06:11 AM","01/21/2021 09:06:11 AM","Closed","Case Resolved - Officer responded to request under CAD # 210210639. Unable to Locate.","Parking Enforcement Dispatch Queue","Parking Enforcement","Blocking_Driveway_Cite_Only","Grey - Toyota Prius - 6ndk432","2125 LAKE ST, SAN FRANCISCO, CA, 94121","LAKE ST","1","Lake Street","Outer Richmond","RICHMOND","37,7856237","-122,4823916","    (37.7856237, -122.4823916)","POINT (-122.4823916 37.7856237)","Mobile/Open311",,"1","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9692185","10/19/2018 03:31:59 AM","10/20/2018 01:02:00 PM","10/20/2018 01:02:00 PM","Closed","Case Resolved - Done.","HSOC Queue","Encampments","Encampment Reports","Encampment Cleanup","226 THE EMBARCADERO, SAN FRANCISCO, CA, 94111","THE EMBARCADERO","3","Financial District","Financial District/South Beach","SOUTHERN","37,792154","-122,390296","    (37.792154, -122.390296)","POINT (-122.390296 37.792154)","Mobile/Open311","http://mobile311.sfgov.org/reports/9692185/photos","6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13437040","01/31/2021 11:06:00 PM","02/01/2021 12:30:25 AM","02/01/2021 12:30:25 AM","Closed","Accepted - Noise informational reports are closed and summarized for department use.","Noise Report Queue","Noise Report","amplified_sound_electronics","Noise Report - amplified_sound_electronics","1220 HOWARD ST, SAN FRANCISCO, CA, 94103","HOWARD ST","6","South of Market","South of Market","SOUTHERN","37,77598571777","-122,41213226318","    (37.77598572, -122.41213226)","POINT (-122.412132263 37.775985718)","Phone",,"6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13419852","01/27/2021 10:41:00 AM","01/27/2021 02:57:08 PM","01/27/2021 02:57:08 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","300 OTSEGO AVE, SAN FRANCISCO, CA, 94112","OTSEGO AVE","11","Cayuga","Outer Mission","INGLESIDE","37,72330356765","-122,44114193145","    (37.72330357, -122.44114193)","POINT (-122.441141931 37.723303568)","Mobile/Open311","http://mobile311.sfgov.org/reports/13419852/photos","11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9692351","10/19/2018 07:17:00 AM","03/06/2020 12:30:28 PM","03/06/2020 12:30:28 PM","Closed","Case Transferred - Transferred to Muni Passenger Services","MUNI Work Queue","Streetlights","Streetlight - Pullbox_Wires_Exposed","Pullbox - Electrical Wires Exposed","874 FULTON ST, SAN FRANCISCO, CA, 94117","FULTON ST","5","Western Addition","Western Addition","NORTHERN","37,77780914307","-122,43115234375","    (37.77780914, -122.43115234)","POINT (-122.431152344 37.777809143)","Mobile/Open311","http://mobile311.sfgov.org/reports/9692351/photos","5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13373735","01/15/2021 03:00:58 PM","01/15/2021 07:01:00 PM","01/15/2021 07:01:00 PM","Closed","Case Transferred - Area was cleaned around the encampment; referred to the Police Dept","DPW Ops Queue","Encampments","Encampment Reports","Encampment Cleanup","600 LAGUNA ST, SAN FRANCISCO, CA, 94102","LAGUNA ST","5","Hayes Valley","Hayes Valley","NORTHERN","37,77640833","-122,42611667","    (37.77640833, -122.42611667)","POINT (-122.42611667 37.77640833)","Mobile/Open311","http://mobile311.sfgov.org/reports/13373735/photos","5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"4297161","12/12/2014 12:28:02 PM","05/12/2015 02:35:24 PM","05/12/2015 02:35:24 PM","Closed","Case Resolved","DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","Intersection of LAUREL ST and CALIFORNIA ST","LAUREL ST","2","Presidio Heights","Presidio Heights","RICHMOND","37,78683853149","-122,45011901856","    (37.78683853, -122.45011902)","POINT (-122.450119019 37.786838531)","Phone",,"2","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"15199542","04/10/2022 09:14:00 AM","04/11/2022 08:52:00 AM","04/11/2022 08:52:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","56 RAUSCH ST, SAN FRANCISCO, CA, 94103","RAUSCH ST","6","South of Market","South of Market","SOUTHERN","37,77636747022","-122,40959483777","    (37.77636747, -122.40959484)","POINT (-122.409594838 37.77636747)","Mobile/Open311",,"6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13373429","01/15/2021 02:09:00 PM","01/19/2021 05:12:00 PM","01/19/2021 05:12:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","1278 20TH AVE, SAN FRANCISCO, CA, 94122","20TH AVE","4","Outer Sunset","Sunset/Parkside","TARAVAL","37,76394271851","-122,47806549072","    (37.76394272, -122.47806549)","POINT (-122.478065491 37.763942719)","Phone",,"4","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13463641","02/07/2021 01:27:00 PM","02/08/2021 12:00:00 AM","02/08/2021 12:00:00 AM","Closed","Case Resolved - 10-98","DPW Ops Queue","General Request - PUBLIC WORKS","request_for_service","bsm - request_for_service","757 BROTHERHOOD WAY, SAN FRANCISCO, CA, 94132","BROTHERHOOD WAY","7","Lakeshore","Lakeshore","TARAVAL","37,71294400598","-122,47325974442","    (37.71294401, -122.47325974)","POINT (-122.473259744 37.712944006)","Mobile/Open311","http://mobile311.sfgov.org/reports/13463641/photos","7","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13425604","01/28/2021 03:45:00 PM","01/28/2021 10:10:00 PM","01/28/2021 10:10:00 PM","Closed","Case Transferred","PUC - Water - G","Sewer Issues","Water_leak","Other","5361 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131","DIAMOND HEIGHTS BLVD","8","Diamond Heights","Noe Valley","INGLESIDE","37,74256515503","-122,43605804443","    (37.74256516, -122.43605804)","POINT (-122.436058044 37.742565155)","Phone",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13416112","01/26/2021 01:19:00 PM","01/26/2021 03:20:00 PM","01/26/2021 03:20:00 PM","Closed","Case Resolved - Done","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of 16TH ST and CHURCH ST","16TH ST","8","Mission Dolores","Castro/Upper Market","MISSION","37,7645072937","-122,42866516113","    (37.76450729, -122.42866516)","POINT (-122.428665161 37.764507294)","Phone",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9700215","10/21/2018 09:02:00 AM","10/23/2018 09:24:00 AM","10/23/2018 09:24:00 AM","Closed","Unable to Locate - Nothing found meeting description within 1 block in all directions of the location.","DPH - Environmental Health - HazWaste Queue","Street and Sidewalk Cleaning","Hazardous Materials","Hazardous Waste Containers","1150 SILVER AVE, SAN FRANCISCO, CA, 94134","SILVER AVE","9","Portola","Portola","BAYVIEW","37,72983551025","-122,4130859375","    (37.72983551, -122.41308594)","POINT (-122.413085938 37.72983551)","Phone",,"9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9645845","10/09/2018 08:01:18 AM","10/09/2018 11:26:00 AM","10/09/2018 11:26:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of SYCAMORE ST and LEXINGTON ST","SYCAMORE ST","9","Mission","Mission","MISSION","37,762597","-122,420897","    (37.762597, -122.420897)","POINT (-122.420897 37.762597)","Mobile/Open311","http://mobile311.sfgov.org/reports/9645845/photos","9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"15213860","04/13/2022 04:29:00 PM","04/14/2022 08:39:13 AM","04/14/2022 08:39:13 AM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","1930 ALEMANY BLVD, SAN FRANCISCO, CA, 94112","ALEMANY BLVD","11","Cayuga","Outer Mission","INGLESIDE","37,72131347656","-122,43904876709","    (37.72131348, -122.43904877)","POINT (-122.439048767 37.721313477)","Phone",,"11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13480017","02/11/2021 11:45:00 AM",,"03/02/2021 12:39:07 PM","Open",,"SFMTA - Temporary Sign Request Printing Queue","Temporary Sign Request","Temporary Sign Request for Moving_residential_property","50 ft zone requested from 02/24/2021 to 02/25/2021","Not associated with a specific address",,,,,,"0","0","    (0.0, 0.0)","POINT (0 0)","Phone",,,"2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"15215921","04/14/2022 10:42:00 AM","04/05/2023 10:28:23 AM","04/05/2023 10:28:23 AM","Closed","Case Resolved - case is resolved","DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","Intersection of CHINA BASIN ST and 3RD ST","CHINA BASIN ST","6","Mission Bay",,"SOUTHERN","0","0","    (0.0, 0.0)","POINT (0 0)","Phone",,"6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13382984","01/18/2021 02:44:00 PM","01/19/2021 02:56:38 PM","01/19/2021 02:56:38 PM","Closed","Case Resolved - Feedback recorded","Muni Feedback Received Queue","Muni Service Feedback","Muni - Complaint_Frequency_Reliability","Schedule_Not_Followed","Intersection of 1ST ST and MINNA ST","1ST ST","6","South of Market","Financial District/South Beach","SOUTHERN","37,78933250218","-122,39703481409","    (37.7893325, -122.39703481)","POINT (-122.397034814 37.789332502)","Phone",,"6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13434616","01/31/2021 08:47:00 AM","01/31/2021 11:45:17 AM","01/31/2021 11:45:17 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","1517 HAWES ST, SAN FRANCISCO, CA, 94124","HAWES ST","10","Hunters Point","Bayview Hunters Point","BAYVIEW","37,72660639827","-122,38337233085","    (37.7266064, -122.38337233)","POINT (-122.383372331 37.726606398)","Mobile/Open311","http://mobile311.sfgov.org/reports/13434616/photos","10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13444342","02/02/2021 01:26:25 PM",,"08/05/2021 03:55:14 PM","Open","accepted","DPW Ops Queue","Graffiti","Graffiti on Building_other","Building_other - Not_Offensive","1009 MARKET ST, SAN FRANCISCO, CA, 94103","MARKET ST","6","South of Market","South of Market","TENDERLOIN","37,78190231323","-122,41036987305","    (37.78190231, -122.41036987)","POINT (-122.410369873 37.781902313)","Integrated Agency",,"6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9699166","10/20/2018 05:50:00 PM","10/25/2018 09:22:00 AM","10/25/2018 09:22:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","2271 FULTON ST, SAN FRANCISCO, CA, 94117","FULTON ST","1","Lone Mountain","Lone Mountain/USF","PARK","37,77470397949","-122,45411682129","    (37.77470398, -122.45411682)","POINT (-122.454116821 37.774703979)","Phone",,"1","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13418439","01/27/2021 05:04:00 AM","01/27/2021 01:53:00 PM","01/27/2021 01:53:00 PM","Closed","Case Resolved - Missing or incomplete info.- no further action","Muni Feedback Received Queue","Muni Employee Feedback","Muni - Complaint_Pass_Ups_Denial_Inattention","Waiting_At_Stop","Intersection of MISSION ST and 8TH ST","MISSION ST","6","South of Market","South of Market","SOUTHERN","37,77745752163","-122,4131577588","    (37.77745752, -122.41315776)","POINT (-122.413157759 37.777457522)","Phone",,"6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13440910","02/01/2021 03:49:00 PM","02/01/2021 10:15:36 PM","02/01/2021 10:15:36 PM","Closed","Case is a Duplicate - Request is a duplicate and has been previously reported as 13426689","DPW Ops Queue","Graffiti","Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive","656 ASHBURY ST, SAN FRANCISCO, CA, 94117","ASHBURY ST","5","Haight Ashbury","Haight Ashbury","PARK","37,76923846043","-122,44660290106","    (37.76923846, -122.4466029)","POINT (-122.446602901 37.76923846)","Mobile/Open311","http://mobile311.sfgov.org/reports/13440910/photos","5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13451918","02/04/2021 10:36:00 AM","02/08/2021 04:36:43 PM","02/08/2021 04:36:43 PM","Closed","Case Resolved - topping for signs is illegal there is no immediate safety issue with the sidewalk adjacent to this property so it will be repaired in the next few years. The City has taken over responsibility for the maintenance of tree-related sidewalks. Through a program called StreetTreeSF, tree-related sidewalks that are in the worst condition are being addressed first and every tree-related sidewalk will be addressed following a maintenance schedule that is focused on public safety. Thank you for your pati","DPW Ops Queue","Tree Maintenance","Trees - Overgrown_Tree","Pruning_request","3001 GEARY BLVD, SAN FRANCISCO, CA, 94118","GEARY BLVD","1","Lone Mountain","Lone Mountain/USF","RICHMOND","37,78176116943","-122,45126342773","    (37.78176117, -122.45126343)","POINT (-122.451263428 37.781761169)","Phone",,"1","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13399063","01/22/2021 08:06:00 AM","01/23/2021 08:38:00 AM","01/23/2021 08:38:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items","Electronics","241 DOLORES ST, SAN FRANCISCO, CA, 94103","DOLORES ST","8","Mission Dolores","Castro/Upper Market","MISSION","37,76549957696","-122,42644459952","    (37.76549958, -122.4264446)","POINT (-122.4264446 37.765499577)","Mobile/Open311","http://mobile311.sfgov.org/reports/13399063/photos","8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9683264","10/17/2018 08:59:13 AM","10/19/2018 12:50:02 PM","10/19/2018 12:50:02 PM","Closed","Case Resolved - meter shop has closed this request","DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","2123 MARKET ST, SAN FRANCISCO, CA, 94114","MARKET ST","8","Mission Dolores","Castro/Upper Market","MISSION","37,766821","-122,429335","    (37.766821, -122.429335)","POINT (-122.429335 37.766821)","Mobile/Open311",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13445815","02/02/2021 05:45:00 PM","02/03/2021 02:15:00 PM","02/03/2021 02:15:00 PM","Closed","Case Resolved - Done","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of GIRARD ST and WOOLSEY ST","GIRARD ST","9","Portola","Portola","BAYVIEW","37,72497997","-122,40359683","    (37.72497997, -122.40359683)","POINT (-122.40359683 37.72497997)","Mobile/Open311","http://mobile311.sfgov.org/reports/13445815/photos","9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9680800","10/16/2018 03:07:18 PM","10/16/2018 07:03:38 PM","10/16/2018 07:03:38 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Mattress","246 LOBOS ST, SAN FRANCISCO, CA, 94112","LOBOS ST","11","Oceanview","Oceanview/Merced/Ingleside","TARAVAL","37,7150888","-122,4607669","    (37.7150888, -122.4607669)","POINT (-122.4607669 37.7150888)","Web",,"11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13394988","01/21/2021 09:21:36 AM","01/21/2021 09:54:59 AM","01/21/2021 09:54:59 AM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of ALEMANY BLVD and DE WOLF ST","ALEMANY BLVD","11","Outer Mission","Outer Mission","INGLESIDE","37,71068572998","-122,45441436768","    (37.71068573, -122.45441437)","POINT (-122.454414368 37.71068573)","Integrated Agency",,"11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9645266","10/08/2018 11:30:13 PM","10/09/2018 01:22:05 PM","10/09/2018 01:22:05 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","Intersection of WALLER ST and BRODERICK ST","WALLER ST","5","Buena Vista","Haight Ashbury","PARK","37,770114","-122,438495","    (37.770114, -122.438495)","POINT (-122.438495 37.770114)","Mobile/Open311","http://mobile311.sfgov.org/reports/9645266/photos","5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13392232","01/20/2021 01:13:00 PM","02/04/2021 11:35:00 AM","02/04/2021 11:35:00 AM","Closed","Case Resolved - COMPLAINT GIVEN TO PCO PATROLLING THE BEAT.","SFMTA - Parking Enforcement - G","General Request - MTA","complaint","parking_enforcement - complaint","1009 DE HARO ST, SAN FRANCISCO, CA, 94107","DE HARO ST","10","Potrero Hill","Potrero Hill","BAYVIEW","37,75699615479","-122,40063476563","    (37.75699615, -122.40063477)","POINT (-122.400634766 37.756996155)","Phone",,"10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13408093","01/24/2021 04:22:00 PM","02/03/2021 10:00:05 PM","02/03/2021 10:00:05 PM","Closed","Case Resolved - 1/24/21 Graffiti located on Galileo School on Polk Street. Please transfer to SFUSD to abate it. lz Closed: No response from SFUSD- GRAFFITI in 1 month","DPW Ops Queue","Graffiti","Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive","3030 POLK ST, SAN FRANCISCO, CA, 94109","POLK ST","2","Aquatic Park / Ft. Mason","Russian Hill","CENTRAL","37,80480194092","-122,42340087891","    (37.80480194, -122.42340088)","POINT (-122.423400879 37.804801941)","Phone",,"2","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9667693","10/13/2018 02:15:00 PM","10/17/2018 07:41:00 AM","10/17/2018 07:41:00 AM","Closed","DPT Abandoned Vehicles- Gone on Arrival - 10/16/2018 @1445 HRS # 320","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicles","DPT Abandoned Vehicles Low","581 MAGELLAN AVE, SAN FRANCISCO, CA, 94116","MAGELLAN AVE","7","Forest Hill","West of Twin Peaks","TARAVAL","37,74407667013","-122,4677213533","    (37.74407667, -122.46772135)","POINT (-122.467721353 37.74407667)","Mobile/Open311","http://mobile311.sfgov.org/reports/9667693/photos","7","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13409947","01/25/2021 09:51:17 AM","02/04/2021 03:30:14 PM","02/04/2021 03:30:14 PM","Closed","Case Resolved","DPW Ops Queue","Illegal Postings","Illegal Postings - Posted_on_Traffic_Light","Posted on Traffic Light","Intersection of HAYES ST and MASONIC AVE","HAYES ST","5","Panhandle","Lone Mountain/USF","PARK","37,77396062363","-122,44610598891","    (37.77396062, -122.44610599)","POINT (-122.446105989 37.773960624)","Mobile/Open311","http://mobile311.sfgov.org/reports/13409947/photos","5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"14086706","07/22/2021 06:33:00 AM","07/22/2021 10:33:00 AM","07/22/2021 10:33:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1917 GEARY BLVD, SAN FRANCISCO, CA, 94115","GEARY BLVD","5","Western Addition","Western Addition","NORTHERN","37,7840349","-122,4348737","    (37.7840349, -122.4348737)","POINT (-122.4348737 37.7840349)","Mobile/Open311","http://mobile311.sfgov.org/reports/14086706/photos","5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13446251","02/02/2021 09:09:44 PM","02/17/2021 12:00:00 AM","02/17/2021 12:00:00 AM","Closed","Case Resolved - found porta potty and Scaffolding in the public right away. Edges of scaffolding were not protected - issue 24-hour correction notice to install plywood at corners of scaffolding and to obtain Street space permit","DPW BSM Queue","Sidewalk or Curb","Sidewalk_Defect","Lifted_sidewalk_other","4 SOUTHERN HEIGHTS AVE, SAN FRANCISCO, CA, 94107","SOUTHERN HEIGHTS AVE","10","Potrero Hill","Potrero Hill","BAYVIEW","37,7580496","-122,4002887","    (37.7580496, -122.4002887)","POINT (-122.4002887 37.7580496)","Web","http://mobile311.sfgov.org/reports/13446251/photos","10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9670080","10/14/2018 11:16:00 AM","10/14/2018 06:21:56 PM","10/14/2018 06:21:56 PM","Closed","Case Resolved - Police Officer responded to request under CAD # 182871323. Issue reported could not be validated.","Parking Enforcement Dispatch Queue","Parking Enforcement","Other_Illegal_Parking","Yellow and red - Mini Cooper - Drive  pink autonation","135 DE SOTO ST, SAN FRANCISCO, CA, 94127","DE SOTO ST","7","Ingleside Terraces","West of Twin Peaks","TARAVAL","37,72414984651","-122,46533202019","    (37.72414985, -122.46533202)","POINT (-122.46533202 37.724149847)","Mobile/Open311","http://mobile311.sfgov.org/reports/9670080/photos","7","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13430758","01/29/2021 07:45:00 PM","02/01/2021 11:08:58 AM","02/01/2021 11:08:58 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","450 CIRCULAR AVE, SAN FRANCISCO, CA, 94131","CIRCULAR AVE","7","Sunnyside","West of Twin Peaks","INGLESIDE","37,72830201","-122,44375113","    (37.72830201, -122.44375113)","POINT (-122.44375113 37.72830201)","Mobile/Open311","http://mobile311.sfgov.org/reports/13430758/photos","7","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9651808","10/10/2018 09:29:30 AM","10/10/2018 05:46:36 PM","10/10/2018 05:46:36 PM","Closed","Case Resolved - PRIVATE PROPERTY","Recology_Abandoned","Encampments","Encampment items","Cart Pickup","421 POWELL ST, SAN FRANCISCO, CA, 94108","POWELL ST","3","Downtown / Union Square","Nob Hill","CENTRAL","37,78851221785","-122,4084547722","    (37.78851222, -122.40845477)","POINT (-122.408454772 37.788512218)","Mobile/Open311","http://mobile311.sfgov.org/reports/9651808/photos","3","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13393119","01/20/2021 03:26:00 PM","01/21/2021 01:05:00 PM","01/21/2021 01:05:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Hazardous Waste Containers","Intersection of PARIS ST and AMAZON AVE","PARIS ST","11","Excelsior","Excelsior","INGLESIDE","37,71663284302","-122,4387588501","    (37.71663284, -122.43875885)","POINT (-122.43875885 37.716632843)","Phone",,"11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13438563","02/01/2021 10:36:47 AM","02/03/2021 12:00:00 AM","02/03/2021 12:00:00 AM","Closed","Case Resolved - 2/3/21 Duplicate refer to rfa#21374474.pb -","DPW BSM Queue","Sidewalk or Curb","Sidewalk_Defect","Lifted_sidewalk_other","130 LELAND AVE, SAN FRANCISCO, CA, 94134","LELAND AVE","10","Visitacion Valley","Visitacion Valley","INGLESIDE","37,71220349649","-122,40612215198","    (37.7122035, -122.40612215)","POINT (-122.406122152 37.712203496)","Mobile/Open311","http://mobile311.sfgov.org/reports/13438563/photos","10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9685824","10/17/2018 03:12:01 PM","10/18/2018 05:28:00 AM","10/18/2018 05:28:00 AM","Closed","Case Resolved - RV COMPLIES, HAS BEEN MARKED TOO MANY TIMES, AFTER FOUR MARKINGS WITH COMPLIANCE, VEHICLES WILL BE GRANTED A 6 MONTH REPRIEVE.","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicles","DPT Abandoned Vehicles Low","990 BOWDOIN ST, SAN FRANCISCO, CA, 94134","BOWDOIN ST","9","Portola","Portola","BAYVIEW","37,72379166667","-122,40966666667","    (37.72379167, -122.40966667)","POINT (-122.409666667 37.723791667)","Mobile/Open311","http://mobile311.sfgov.org/reports/9685824/photos","9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13425862","01/28/2021 04:38:00 PM","01/28/2021 07:01:23 PM","01/28/2021 07:01:23 PM","Closed","Case Resolved - Officer responded to request under CAD # 210282374. Citation was issued.","Parking Enforcement Dispatch Queue","Parking Enforcement","Blocking_Driveway_Cite_Tow","BLACK - Honda Civic - 7VXS243","23 MONTANA ST, SAN FRANCISCO, CA, 94112","MONTANA ST","11","Oceanview","Oceanview/Merced/Ingleside","TARAVAL","37,71656209","-122,45437348","    (37.71656209, -122.45437348)","POINT (-122.45437348 37.71656209)","Phone",,"11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9684936","10/17/2018 12:49:00 PM","10/18/2018 09:54:26 AM","10/18/2018 09:54:26 AM","Closed","Case Resolved - SES Graffiti Crew - Clean using chemicals - Pole - Sign (Comment)","DPW Ops Queue","Graffiti","Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive","1350 46TH AVE, SAN FRANCISCO, CA, 94122","46TH AVE","4","Outer Sunset","Sunset/Parkside","TARAVAL","37,76134014133","-122,5059311093","    (37.76134014, -122.50593111)","POINT (-122.505931109 37.761340141)","Mobile/Open311","http://mobile311.sfgov.org/reports/9684936/photos","4","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9649565","10/09/2018 04:31:55 PM","10/09/2018 04:35:35 PM","10/09/2018 04:35:35 PM","Closed","Case is Invalid - Contact name and phone number are required to submit a request for Blocked Driveway enforcement. Please resubmit with contact information for enforcement.","Parking Enforcement Review Queue","Parking Enforcement","Blocking_Driveway_Cite_Only","Dark silver - Toyota Prius - 8EHA226","3131 21ST ST, SAN FRANCISCO, CA, 94110","21ST ST","9","Mission","Mission","MISSION","37,75709964462","-122,4175384872","    (37.75709964, -122.41753849)","POINT (-122.417538487 37.757099645)","Mobile/Open311","http://mobile311.sfgov.org/reports/9649565/photos","9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
